favorite_count,hashtag,link,retweet_count,tweet
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042864050152136704,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s me imagino q necesitas tener la última palabra así que este es mi ultimo tweet, aprovecha y disfruta☺️"
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042863662325751808,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s léelo otra vez"" NO me siento ajeno ni a una,ni a otra"" si no lo lees bien es menos malo q si lo manipulas a propósito. eso lo considero trampa y las trampas solo las hacen los inútiles para conseguir aquello que no se merecen y q de otro modo no conseguirían"
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042862789306535939,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s Insistes en que es ataque, pero como quieras. Hay preguntas muy diferentes a lo que crees, así que..."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042862534540382208,0,@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s si tu lo dices...
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042862394689683457,0,@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s analiza tus tweets  y su evolución cada vez mas a por lo personal. bueno te dejo q voy a ver una pelicula que mañana trabajo. que pases buena noche.interesante conversación
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042861836713033728,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s No, repito, es un cuestionario a fin de cuentas. Si piensas que es un ataque es el problema. Entre más pones en duda una temática más ves cosas, pero si crees ser capaz de dar un perfil de otra persona por preguntas, entonces psicologisas."
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042861494088687616,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s No, no son ataques. Son simples preguntas. Si quieres transformarlo en un hombre de paja, allá tú. Yo pregunté y tú contestaste, la diferencia es que lo tomaste como ataque."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042861491509231616,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s en este caso en vez de rebatir a tu interlocutor le atacas. denota ciertas debilidades de tu persona,falta de auto control, ser mal perdedor, falta de argumentos... 😉"
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042861055544832000,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s te has dado cuenta,d q sutilmente tus""argumentos""se han ido convirtiendo en ataques a mi persona?si te interesa la filosofía te recomiendo enterarte d como van las falacias y los argumentos https://t.co/6dyZr2ho76í evitas recurrir a ellos o si recurres lo haces a sabiendas.😉"
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042860355494572035,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s No me interesa tu sexualidad, me interesa más lo que conlleva el pensamiento.
Y al decir que estás alejado de filosofía y psicología de menos ya me hace comprender tu estructura de pensamiento, a fin de cuentas, los que estudiamos esos temas tenemos más contacto con la psique."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042859834343874560,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s 😂pues mi sexualidad si te importa tanto es extremadamente sana,buena y constante. xcierto,digamos que los terrenos a los que adentrarte  para denotar algo de esa índole,es más bien la psicología y no la filosofía. pero vamos que no me siento ajeno ni a una,ni a otra. 😉"
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042858160695009280,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s Vaya, es curioso leer eso.
Aunque todas esas palabras suenan bonitas, quizá adentrarte en terrenos de filosofía puedan denotar algo muy diferente.
También sobre sexualidad..."
3,@barbijaputa,https://twitter.com/DarkVerde1/status/1042856517924478978,2,"@negro_xl @Teniente_Robles @elbichoverde98 @BrujasFeminista @Barbijaputa @mujeresenred @feminicidio @locasdelcornio @feminismosenred @feministing @FEMEN_Movement @Revo_Feminista @zorrasybrujas @Eres_Una_Caca @guardiacivil @interiorgob Sabes cuando algo es tan vomitivo que demuestra la catadura moral de la persona que lo hace? Sólo con subir esa imagen, deja claro el tipo de animal (porque me niego a considerarlo humano) que es"
4,@barbijaputa,https://twitter.com/negro_xl/status/1042855160668725249,3,"@Teniente_Robles @elbichoverde98 @BrujasFeminista @Barbijaputa @mujeresenred @feminicidio @locasdelcornio @feminismosenred @feministing @FEMEN_Movement @Revo_Feminista @zorrasybrujas @Eres_Una_Caca Sí la viesen, habrían pedido al Director de la @guardiacivil o al Jefe de @interiorgob que habrá expediente disciplinario.

Todavía están a tiempo..."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042854387612299264,0,@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s si me quitan eso ...la cosa se ha puesto muuuuuuuy mala.algo así como 1984. así que ...si soy fuerte porque he decidido serlo y pagar el coste de tiempo y esfuerzo que es necesario. por supuesto sin ser perfecto.
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042853437933842434,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s 😅resumen:he limitado las debilidades y necesidades escogidas,no tengo que pensar de ningún modo para justificar y/o defender a nada ni a https://t.co/uutZGGcxHT interesa la verdad objetiva,el honor,la auto defensa,el conocimiento el arte y el verdadero amor."
5,@barbijaputa,https://twitter.com/Teniente_Robles/status/1042852177600016384,6,"@elbichoverde98 Pues igual estas cuentas no lo vieron....

@BrujasFeminista @Barbijaputa @mujeresenred @feminicidio @locasdelcornio @feminismosenred @feministing @FEMEN_Movement @Revo_Feminista @zorrasybrujas @Eres_Una_Caca"
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042850384820293632,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s Interesante que hables de seres débiles y fuertes, que hables ""mente crítica y conocimientos"". Cuando al final, tú adoptaste esos pensamientos, te calma la angustia de vivir el pensar que eres más fuerte que otros, pero bajo ese pensamiento ¿Cómo sabes que eres fuerte?"
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042850278964449281,0,@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s solo...solo😅sorry estoy cenando
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042850041340280832,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s 😂unos se atan + y otros menos,lo d autónomo me refiero al pensamiento como es obvio si lees bien el tweet😅tus ideas son adoptadas si tu lo dices,las mías vienen a través del conocimiento y 1mente crítica.x eso n solo apoyo solo aquello q me beneficia eso es d seres débiles😉"
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042847901108641793,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s Ningún individuo es libre, todos nos atamos a algo por decisión. Tampoco somos autónomos, pues necesitamos de otros.
Nuestras ideas son adoptadas, nos gustaron de otras personas y por eso las tenemos.
Y no, no lo digo yo, me baso en investigaciones reales"
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042847520723005442,0,@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s si tu lo dices... yo no me limito de ningún modo el pensamiento ni estoy atado a ellos . eso lo considero una debilidad innecesaria. lo que pasa la mayoría de las veces se interpreta en base a la experiencia y cada individuo es independiente y autónomo.
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042846153379930113,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s yo no he dicho que sea malo ser putero en ningún momento,aunque tampoco es algo bueno.pero no me suena interesante meterla en la m30. me resulta repugnante e innecesariamente caro y peligro.pero es una opinión personal.cada un@ que haga lo q quiera. yo n lo he hecho ni lo haré 😅"
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042845041964851200,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s No, ese pensamiento puede conllevar a pensamientos demasiado alejados de la verdad como el de barbijaputa.
Masturbación es aquel acto que lleva al orgasmo con un objeto. Aquí no es ""dependiendo"" es muy diferente usar un dildo a estar con otra persona."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042844602842144771,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s masturbación? bueno depende de a lo que estés acostumbrado, xq si lo que hagas con el consolador es igual a lo que conoces como sexo... en japón hay un término para el sexo.vamos sin moverse ni hacer prácticamente nada o nada😉"
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042843833233534984,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s repito ""parecer más inquietante"" lo que he dicho obviamente lo digo por las tonterías que dicen algun@s  .no porque tenga nada en contra de los consoladores.aunque no es lo mío 😅"
1,@barbijaputa,https://twitter.com/karmela812/status/1042834237504856064,1,"@LaVanguardia Me parece perfecto, pero, cuanta gente sale por los desahucios diarios que sufrimos?Por los alquileres impagables que hay en nuestra ciudad?Cuanta gente sale por actos por violencia machista?@Barbijaputa @laSextaTV @sanchezcastejon @Pablo_Iglesias_ @MachisStop @feministaHarta"
1,@barbijaputa,https://twitter.com/DillanaJesus/status/1042814584053215232,0,"@jas0n_b0urn3 @Martaruz9 @Barbijaputa @eldiarioes los robot d westworld tienen conciencia...si usan las muñecas para su fin sexual es difícilmente cuestionable.eso si en su casa😅x cierto 1persona golpeando 1saco,jugando a 1juego...está haciendo lo q le haría a otra persona si pudiera?abría q prohibirlo!? https://t.co/GHf9Ui5HS6"
1,@barbijaputa,https://twitter.com/Luigifernandor/status/1042810689075785729,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s Criminalizan un objeto. Y a decir verdad, nadie reconoce que hay consoladores masculinos en forma de ano o vagina y hechos de distintos materiales."
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042810362930888704,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s Y al sólo pensar que es lo importante el genital, entonces opta por muñecos sexuales, que variedad hay. No te enfoques en una cosa, pues la visión de túnel es peligrosa."
0,@barbijaputa,https://twitter.com/Luigifernandor/status/1042810133569593344,0,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s No, estás hablando de masturbación. Sexualidad es otra cosa, y hay demasiado objetos usados desde la antigüedad a modo de consoladores, pues a fin de cuentas es muy diferente masturbarse que el acto sexual en sí."
1,@barbijaputa,https://twitter.com/Luigifernandor/status/1042809888139816963,1,"@DillanaJesus @Martaruz9 @Barbijaputa @eldiarioes @s No hay nada de inquietante en el uso de objetos destinados a la masturbación. Quizá por razones salubres el hacerlo comunitario, no sea lo mejor.
El ser putero, tampoco tiene nada de malo, es una profesión demasiado antigua y algunas personas ya les prefieren por falta de tiempo"
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042809767578820613,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s usar consoladores de genitales seccionados...es como si la parte seccionada fuera lo único q vale la pena,importa,es relevante,... el sexo es muuuucho más que unos genitales.ya no entremos a nivel psicológico."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042808858891182080,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s eso d consoladores comunitarios es d locos,puticlub d muñecas!?si pegan a las muñecas tampoco están muy bien de la cabeza.pero n me deja d parecer+inquietantes los consoladores d genitales seccionados q d cuerpo completo.ya de por si ser puter@...ufff no me jodas."
0,@barbijaputa,https://twitter.com/DillanaJesus/status/1042807568912068608,0,"@Luigifernandor @Martaruz9 @Barbijaputa @eldiarioes @s siento n haber respondido tu tweet antes,twitter n me avisa d las respuestas a mis tweet. la disonancia a la q me refería,era la d las mujeres q son las q +usan consoladores, incluso sin estar hechos para ese fin y a la vez criminalizan el uso d consoladores x parte d los hombres"
0,@barbijaputa,https://twitter.com/himaguari/status/1042796004322537472,0,".@Barbijaputa Som Poble, que ha presentado la moción contra que los Diables de l'Arboç actuen en el Vendrell por MACHISTAS, esperan que los otros pueblos hagan lo mismo. 👇✊ https://t.co/Le4USEcp95"
0,@barbijaputa,https://twitter.com/CeliaB_com/status/1042749696350060545,0,"@Barbijaputa Ánimo Barbi!!! Un abrazo y mucha fuerza, espero con muchas ganas tu inspiración"
0,@barbijaputa,https://twitter.com/ELESPAOLDEIZQU1/status/1042731916401827840,0,"@Barbijaputa Pues fácil,primero porque no queremos dolores de cabeza y segundo,porque no queremos meternos en ningún tipo de relación con vosotras para ahorrarnos problemas. No hablo solo por mí sino por muchísimos hombres que hace tiempo lo están llevando a cabo."
0,@barbijaputa,https://twitter.com/ELESPAOLDEIZQU1/status/1042731495587233792,0,"@Barbijaputa Todos somos personas,todos tenemos sentimientos y todos tenemos necesidades básicas que llevar a cabo y con vuestro discurso extremista para aplastar a los hombres lo único que estáis consiguiendo es que la gran mayoría de nosotros no os queramos ni cerca,porque?"
0,@barbijaputa,https://twitter.com/ELESPAOLDEIZQU1/status/1042731170985926657,0,"@Barbijaputa Y por último comentarte ese rollo de que buscáis la igualdad,yo no lo veo,porque si fuera así, saldríais a la calle y a la vez que pedís justicia por las mujeres maltratadas también lo haríais por los hombres maltratados,que los hay,os lo aseguro,y no son ni 1 ni 2."
0,@barbijaputa,https://twitter.com/ELESPAOLDEIZQU1/status/1042729856268754944,0,"@Barbijaputa para destrozar de la manera más rastrera al hombre,por ser hombre. Es muy triste que tengáis que llegar a esto solo para sentiros superiores,pero muy triste. No sé a ti pero a mí en la escuela me enseñaron que nadie está por encima de nadie!"
0,@barbijaputa,https://twitter.com/ELESPAOLDEIZQU1/status/1042729552601079809,0,"@Barbijaputa Jooooooooooooooodeeeeeeeeeerrrrrr,había escuchado hablar de ti mucho pero lo que veo y leo... No tiene desperdicio! 
No lo digo porque sea muy moral,sino porque no lo es,juegas con una doble vara de medir,bueno tú y todas las de este movimiento que se ha creado"
0,@barbijaputa,https://twitter.com/lachicadelaizda/status/1042713066645987328,0,"@Barbijaputa Ojala que todo vaya bien, tómate el tiempo que necesites, que cuando regreses aquí seguiremos 💜"
0,@barbijaputa,https://twitter.com/lachicadelaizda/status/1042712794616016897,0,"@Barbijaputa Pues que sepas que llevamos mi novio y yo un mes echándote de menos, oíamos tu programa y luego por skype lo comentábamos por la noche. Lo que barbijaputa une que el machirulado no lo separe!"
0,@barbijaputa,https://twitter.com/CristinaArmunia/status/1042694723683663872,0,Yel programa pa' cuándo? @Barbijaputa ¡Me noto rara!
0,@barbijaputa,https://twitter.com/ljnlnx/status/1042648294948777985,0,Donde está para denunciarlo las superfeministas @Barbijaputa o @Irene_Montero_ ?? Calladas como siempre? https://t.co/NFVsQGzjIH
1,@barbijaputa,https://twitter.com/cazadorbrujas19/status/1042647629895802880,0,"@PARTIDO_ESP_DES @PoderJudicialEs @Barbijaputa seguro al 100% . Porque ""Barbijaputas somes todes y vames hacia el future"""
0,@barbijaputa,https://twitter.com/onedostrois/status/1042526440380674048,0,@Barbijaputa Que vuelvas pronto y con una sonrisa.
0,@barbijaputa,https://twitter.com/IsabelSolisBl/status/1042513089504194560,0,"@Barbijaputa Ánimo, Barbie!! Se te echa mucho de menos!!"
0,@barbijaputa,https://twitter.com/LegiadoPrivi/status/1042496985230712833,0,@UnTioNormal_XD @P_Feminista @TowandaRebels @Barbijaputa @anaisbernal @feminicidio @IrantzuVarela @LeticiaDolera @NuriaCSopena te falta en esa lista.
0,@barbijaputa,https://twitter.com/akkuarius/status/1042490695729201153,0,@abc_es Estoy seguro de que la culpa es de @JosPastr y del capitalismo. Reconforta ver a todas las feministas de España protestando ante las embajadas y las mezquitas con @ahorapodemos y @Barbijaputa a la cabeza. Putos fachas de mierda.
0,@barbijaputa,https://twitter.com/arconte68/status/1042485412080635905,0,@canaor @Barbijaputa Otra cochina feminista que piensa que limpiar su casa es ofensivo.. vaya histérica.
0,@barbijaputa,https://twitter.com/CliftJose/status/1042473170459082753,0,@Barbijaputa Espero que todo vaya mejor y que todo lo malo sea pronto un mal recuerdo.
3,@barbijaputa,https://twitter.com/FeminismoMurcia/status/1042461077722853383,0,@OM_INTERSINDRM @SinGENEROdDUDAS @Nosolopam @MaiteLucerga @feminicidio @ParoMujeresCt @NuriaVarela @DonaStei @Marcha7Nmadrid @OrgMujeresCI @cla_cla_land @sf_mad @LaFallaras @Barbijaputa @juanitaluneando @FeministasRM @BeFemenist @ConfeIntersindi @Malenidiazguill @ermariete @medeapoma @Angel_L_Hern @josemgayoso @consuferrerloza Gracias y felicidades por estas jornadas que prometen ser bien interesantes
0,@barbijaputa,https://twitter.com/Ainfean/status/1042443566071640064,0,"OPINIÓN | Parecen mujeres, por Barbijaputa, @Barbijaputa https://t.co/wqtGXFn3ub vía @eldiarioes"
0,@barbijaputa,https://twitter.com/historia_2001/status/1042439530786287616,0,"@julia_otero @Buenafuente @iescolar Si esta el que hace de @Barbijaputa en Twitter ni lo abro. Que los periodistas que viven tan pegados, cobijados, arrimados a los partidos políticos, me interesan una mierder"
1,@barbijaputa,https://twitter.com/UnTioNormal_XD/status/1042438745608413185,1,"¿Denuncias falsas con la LIVG? Eso no existe ¡¡¡

Verdad ?? @P_Feminista @TowandaRebels @Barbijaputa @anaisbernal @feminicidio @IrantzuVarela @LeticiaDolera https://t.co/7WY4II2xWl"
0,@barbijaputa,https://twitter.com/maxidan/status/1042438481857925120,0,@Barbijaputa gente como tú confunde y le hace daño a la sociedad.
0,@barbijaputa,https://twitter.com/maxidan/status/1042438169969520641,0,@LolaSsomoza @Barbijaputa ¿Y si no lo parecieran quién se tendría que quejar? ¿Acaso no es absurdo?
0,@barbijaputa,https://twitter.com/javivinananai/status/1042430291200155649,0,@Barbijaputa La familia no es algo heteropatriarcal?
